                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    246,                 1.0695,                0.85398,                 1.2968,                 0.6507,                0.46667,                0.51598,                 0.2564,                 2.3451,                  1.876,                  2.299,              0.0012643,              0.0012643,              0.0012643
                    247,                 1.0833,                0.83852,                 1.2817,                 0.4758,                0.56129,                0.44776,                0.19921,                 2.3973,                 2.0523,                 2.3428,              0.0012627,              0.0012627,              0.0012627
                    248,                 1.0645,                0.81433,                 1.2751,                0.49611,                0.59752,                 0.5142,                0.23144,                 2.3067,                 2.0154,                 2.1152,               0.001261,               0.001261,               0.001261
                    249,                  1.049,                0.79172,                 1.2714,                0.65743,                0.36461,                0.48453,                0.22709,                 2.3897,                 2.1805,                 2.2584,              0.0012594,              0.0012594,              0.0012594
                    250,                 1.0539,                0.82669,                 1.2738,                0.54795,                0.46667,                0.49086,                0.19163,                 2.6574,                 2.2392,                 2.5404,              0.0012577,              0.0012577,              0.0012577
                    251,                 1.1135,                0.89408,                 1.3267,                0.60957,                0.34187,                0.40538,                0.18946,                  2.558,                 2.4838,                 2.4388,              0.0012561,              0.0012561,              0.0012561
                    252,                   1.11,                 0.8449,                 1.2822,                0.62255,                0.35386,                0.43663,                0.21706,                 2.4522,                 2.4444,                 2.3674,              0.0012544,              0.0012544,              0.0012544
                    253,                 1.0702,                0.87908,                 1.2705,                0.51303,                0.43229,                0.43995,                0.21639,                 2.4493,                 2.2967,                  2.404,              0.0012528,              0.0012528,              0.0012528
                    254,                 1.0471,                 0.8357,                 1.2729,                0.43197,                0.41111,                0.40003,                 0.2157,                 2.3508,                 2.3979,                   2.31,              0.0012511,              0.0012511,              0.0012511
                    255,                  1.039,                0.80096,                 1.2714,                0.59911,                0.46311,                0.48859,                0.25234,                 2.2115,                 2.3422,                 2.1688,              0.0012495,              0.0012495,              0.0012495
                    256,                 1.1121,                 0.8409,                   1.29,                 0.5352,                0.53315,                0.49332,                 0.2694,                 2.0641,                 2.3802,                 2.0078,              0.0012478,              0.0012478,              0.0012478
                    257,                 1.0766,                0.87711,                 1.2798,                0.44204,                0.47778,                0.44601,                 0.2408,                 2.2219,                 2.4962,                 2.1059,              0.0012462,              0.0012462,              0.0012462
                    258,                 1.0704,                0.82616,                 1.2539,                 0.4718,                0.46312,                0.48574,                0.27065,                 2.1365,                 2.2967,                 2.0311,              0.0012445,              0.0012445,              0.0012445
                    259,                 1.0465,                 0.8483,                 1.2612,                0.44709,                0.61409,                0.55332,                0.26465,                 2.0937,                 2.2102,                 2.0411,              0.0012429,              0.0012429,              0.0012429
                    260,                 1.0721,                 0.8769,                 1.2821,                0.54802,                0.50864,                0.54505,                0.26068,                 2.1333,                 1.9622,                 2.0576,              0.0012412,              0.0012412,              0.0012412
                    261,                 1.0661,                0.82455,                 1.2614,                0.39766,                0.41111,                0.38283,                0.14673,                 2.6796,                  2.395,                 2.5586,              0.0012396,              0.0012396,              0.0012396
                    262,                 1.0996,                0.87461,                 1.2884,                0.37868,                    0.3,                0.33612,                0.12965,                  2.839,                 2.3264,                 2.8381,              0.0012379,              0.0012379,              0.0012379
                    263,                 1.0771,                0.84489,                 1.2883,                0.47964,                0.39554,                0.48933,                0.18157,                 2.6012,                 2.2353,                 2.6187,              0.0012363,              0.0012363,              0.0012363
                    264,                  1.095,                0.88528,                 1.3244,                0.59156,                0.39974,                0.42005,                0.16859,                 2.7152,                 2.5098,                  2.677,              0.0012346,              0.0012346,              0.0012346
                    265,                 1.0807,                0.86206,                 1.2925,                0.33149,                0.46667,                0.40043,                0.17205,                 2.5821,                 2.3939,                 2.5645,               0.001233,               0.001233,               0.001233
                    266,                 1.0341,                 0.8285,                 1.2684,                0.40831,                0.40698,                 0.4049,                0.20066,                 2.2405,                 2.4582,                 2.1862,              0.0012313,              0.0012313,              0.0012313
                    267,                 1.0236,                0.83279,                 1.2738,                0.57314,                0.45498,                0.48344,                0.24663,                 2.3608,                 2.0273,                 2.2458,              0.0012297,              0.0012297,              0.0012297
                    268,                 1.0276,                 0.7768,                  1.256,                 0.5747,                0.51111,                0.51778,                0.23957,                 2.2883,                 2.0295,                 2.1561,               0.001228,               0.001228,               0.001228
                    269,                 1.0917,                0.81639,                  1.302,                0.53644,                0.47857,                0.49782,                0.25094,                  2.235,                 2.2681,                 2.0377,              0.0012264,              0.0012264,              0.0012264
                    270,                 1.0089,                0.81549,                 1.2663,                0.56229,                0.46667,                0.45941,                0.25536,                 2.2647,                 2.0532,                 2.1054,              0.0012247,              0.0012247,              0.0012247
                    271,                 1.0702,                0.82048,                 1.2895,                0.56867,                    0.3,                0.41588,                0.25505,                 2.2143,                 2.0851,                  2.264,              0.0012231,              0.0012231,              0.0012231
                    272,                 1.0483,                0.82155,                 1.2788,                0.69458,                0.35556,                0.45129,                0.27014,                 2.2112,                 2.1736,                 2.2678,              0.0012214,              0.0012214,              0.0012214
                    273,                 1.0218,                0.79698,                 1.2369,                0.69653,                0.35556,                0.41895,                0.22518,                 2.3395,                 2.2853,                  2.335,              0.0012198,              0.0012198,              0.0012198
                    274,                 0.9774,                0.73879,                 1.2065,                0.52827,                0.46667,                0.42496,                0.20162,                 2.4797,                  2.366,                 2.4391,              0.0012181,              0.0012181,              0.0012181
                    275,                0.96374,                0.75715,                 1.2291,                0.51607,                0.46667,                0.44948,                0.21518,                 2.3023,                 2.2018,                 2.3145,              0.0012165,              0.0012165,              0.0012165
                    276,                 1.0504,                0.79837,                  1.268,                0.52758,                0.47869,                0.51105,                0.26095,                 2.1329,                 2.1917,                 2.1676,              0.0012148,              0.0012148,              0.0012148
                    277,                 1.0419,                0.79889,                 1.2572,                0.56615,                0.40597,                0.46515,                 0.2419,                  2.192,                 2.3518,                 2.2321,              0.0012132,              0.0012132,              0.0012132
                    278,                 1.0212,                0.76021,                 1.2286,                0.50823,                0.41111,                0.41736,                0.22194,                 2.4924,                 2.2918,                 2.5317,              0.0012115,              0.0012115,              0.0012115
                    279,                 1.0587,                0.86868,                 1.2993,                0.41476,                 0.4147,                0.37962,                0.15066,                 2.7035,                 2.3938,                 2.7341,              0.0012099,              0.0012099,              0.0012099
                    280,                 1.0364,                0.81809,                 1.2612,                0.38687,                0.35556,                0.27013,                0.10852,                 2.7059,                 2.4423,                 2.6948,              0.0012082,              0.0012082,              0.0012082
                    281,                 1.0746,                0.85776,                 1.3015,                0.56445,                    0.5,                0.44959,                0.19479,                 2.4498,                 2.1067,                 2.4907,              0.0012066,              0.0012066,              0.0012066
                    282,                0.98392,                0.75853,                  1.236,                0.66937,                0.48242,                0.52708,                0.23416,                 2.3535,                 2.2415,                 2.3797,              0.0012049,              0.0012049,              0.0012049
                    283,                 1.0387,                 0.8137,                 1.2501,                0.64561,                0.46667,                 0.5717,                0.25688,                 2.4889,                  2.002,                 2.5674,              0.0012033,              0.0012033,              0.0012033
                    284,                 1.0565,                0.79808,                 1.2882,                 0.5244,                0.56611,                0.58105,                0.26434,                 2.3368,                 2.1298,                 2.3567,              0.0012016,              0.0012016,              0.0012016
                    285,                 1.0447,                0.83654,                 1.2796,                0.47468,                0.52986,                0.51911,                0.29514,                  2.309,                 2.0468,                 2.3804,                 0.0012,                 0.0012,                 0.0012
                    286,                 1.0375,                0.85264,                 1.2706,                0.49832,                0.51933,                0.52141,                0.28049,                 2.4186,                 1.9467,                 2.4567,              0.0011983,              0.0011983,              0.0011983
                    287,                 1.0563,                0.82131,                 1.2784,                0.67229,                0.47778,                0.48591,                0.26897,                  2.421,                 2.0138,                 2.4969,              0.0011967,              0.0011967,              0.0011967
                    288,                0.96603,                0.76056,                 1.2122,                0.63911,                0.41111,                0.51108,                0.26787,                 2.2882,                 2.1048,                 2.2987,               0.001195,               0.001195,               0.001195
                    289,                0.97752,                0.75928,                 1.2153,                0.55079,                0.53333,                0.50239,                0.26734,                 2.1626,                 2.0949,                 2.2443,              0.0011934,              0.0011934,              0.0011934
                    290,                 1.0633,                0.80778,                 1.3032,                0.59315,                0.47778,                0.50335,                0.25404,                 2.1178,                 1.9572,                 2.2295,              0.0011917,              0.0011917,              0.0011917
                    291,                0.99355,                0.75672,                  1.233,                0.59736,                0.52549,                0.49303,                0.24714,                 2.1136,                 1.9713,                 2.2663,              0.0011901,              0.0011901,              0.0011901
                    292,                0.98878,                 0.7709,                 1.2491,                0.67637,                0.51049,                0.55854,                0.27695,                 2.0078,                 1.8833,                 2.0719,              0.0011884,              0.0011884,              0.0011884
                    293,                 1.0026,                0.80597,                 1.2563,                0.76001,                    0.5,                0.55862,                 0.2752,                 2.1202,                 1.9282,                 2.1875,              0.0011868,              0.0011868,              0.0011868
                    294,                0.97863,                0.73234,                 1.2086,                 0.7728,                0.41111,                0.54234,                0.29319,                 2.1771,                 2.2175,                 2.2113,              0.0011851,              0.0011851,              0.0011851
                    295,                 1.0043,                0.77647,                 1.2319,                0.41424,                0.52222,                0.43548,                0.24694,                  2.201,                 2.5193,                 2.2214,              0.0011835,              0.0011835,              0.0011835
                    296,                 1.0254,                0.81625,                 1.2418,                0.50808,                0.55556,                0.43382,                 0.2343,                 2.3625,                 2.7977,                 2.3183,              0.0011818,              0.0011818,              0.0011818
                    297,                 1.0119,                0.80058,                 1.2444,                0.47073,                0.55667,                0.39441,                0.19957,                 2.4094,                 2.9351,                  2.274,              0.0011802,              0.0011802,              0.0011802
                    298,                  1.032,                0.82599,                 1.2825,                 0.4408,                0.44444,                0.36727,                0.16608,                  2.332,                 2.5676,                 2.2828,              0.0011785,              0.0011785,              0.0011785
                    299,                0.97277,                 0.7575,                 1.2211,                0.37777,                0.57152,                0.46803,                0.22444,                 2.3147,                 2.3543,                 2.2616,              0.0011769,              0.0011769,              0.0011769
                    300,                0.98065,                0.73435,                 1.2304,                0.43985,                0.41111,                0.42415,                0.18724,                  2.334,                 2.4423,                 2.3468,              0.0011752,              0.0011752,              0.0011752
                    301,                0.97164,                0.73719,                   1.24,                0.30002,                0.35556,                0.25044,                0.10546,                 2.6332,                 3.0631,                 2.6624,              0.0011736,              0.0011736,              0.0011736
                    302,                 1.0095,                0.77787,                 1.2635,                0.41603,                0.53995,                0.40648,                0.16488,                   2.48,                 2.8163,                 2.4266,              0.0011719,              0.0011719,              0.0011719
                    303,                0.97846,                0.75981,                  1.256,                0.49502,                0.52222,                0.45005,                0.23488,                 2.2464,                 2.7391,                  2.171,              0.0011703,              0.0011703,              0.0011703
                    304,                 1.0071,                0.75316,                 1.2615,                0.59502,                0.53705,                0.44483,                0.19373,                 2.3134,                 2.3683,                 2.2601,              0.0011686,              0.0011686,              0.0011686
                    305,                0.96765,                0.71981,                 1.2273,                0.47342,                0.52222,                0.42921,                0.19407,                 2.2863,                 2.3562,                 2.1446,               0.001167,               0.001167,               0.001167
                    306,                 1.0173,                 0.7536,                 1.2564,                0.54864,                0.51342,                0.49591,                0.27693,                 2.1507,                  2.316,                 2.0795,              0.0011653,              0.0011653,              0.0011653
                    307,                0.96148,                 0.7345,                 1.2091,                0.52712,                0.52222,                 0.4924,                0.28078,                 2.2854,                 2.4452,                 2.2092,              0.0011636,              0.0011636,              0.0011636
                    308,                0.94847,                0.73198,                 1.2072,                 0.5206,                0.56423,                0.51893,                0.29333,                 2.1285,                 2.7127,                 2.0556,               0.001162,               0.001162,               0.001162
                    309,                0.96971,                0.75234,                 1.2242,                0.54436,                0.52222,                0.50198,                0.30136,                 2.1215,                 2.4844,                 2.0338,              0.0011603,              0.0011603,              0.0011603
                    310,                0.92909,                0.70019,                 1.1864,                0.54583,                0.56738,                0.59601,                0.28547,                  2.169,                 2.0469,                 2.0486,              0.0011587,              0.0011587,              0.0011587
                    311,                0.96896,                  0.762,                 1.2257,                0.57326,                0.40015,                 0.4139,                 0.2316,                 2.1796,                 2.2486,                 2.2016,               0.001157,               0.001157,               0.001157
                    312,                0.94048,                0.73805,                 1.2034,                0.52923,                0.46667,                0.44134,                0.23855,                 2.0662,                 2.3598,                   2.15,              0.0011554,              0.0011554,              0.0011554
                    313,                0.92279,                0.72539,                 1.2004,                 0.5946,                0.41111,                0.41025,                0.23217,                 1.9479,                 2.2657,                 2.0145,              0.0011537,              0.0011537,              0.0011537
                    314,                0.95742,                0.73994,                 1.2229,                0.47521,                0.48176,                0.46569,                0.24944,                 2.1174,                 2.2944,                 2.1054,              0.0011521,              0.0011521,              0.0011521
                    315,                0.98021,                0.74044,                 1.2367,                0.60072,                0.42222,                0.44983,                0.23896,                 2.0976,                 2.2803,                 2.1272,              0.0011504,              0.0011504,              0.0011504
                    316,                0.90684,                0.72982,                 1.1857,                0.51964,                0.56667,                 0.5628,                0.30859,                 1.9909,                 2.2659,                 2.0473,              0.0011488,              0.0011488,              0.0011488
                    317,                0.94976,                 0.7702,                 1.2122,                0.70549,                0.45025,                0.50435,                0.31101,                 1.9754,                 2.2046,                 2.0537,              0.0011471,              0.0011471,              0.0011471
                    318,                0.94931,                0.73993,                 1.2143,                 0.4506,                0.45556,                0.43429,                0.23793,                 2.1106,                 2.3542,                 2.0802,              0.0011455,              0.0011455,              0.0011455
                    319,                0.97335,                0.74943,                 1.2127,                0.44407,                0.42222,                0.36898,                0.21345,                  2.169,                 2.4746,                 2.1626,              0.0011438,              0.0011438,              0.0011438
                    320,                0.97553,                0.78699,                 1.2711,                0.64224,                0.44444,                0.48699,                0.28175,                 2.1056,                 2.1376,                 2.1979,              0.0011422,              0.0011422,              0.0011422
                    321,                 1.0261,                0.78683,                 1.2818,                0.55061,                0.46192,                0.46618,                 0.2548,                 2.1106,                 2.1916,                 2.1274,              0.0011405,              0.0011405,              0.0011405
                    322,                 1.0078,                0.78197,                 1.2531,                0.44285,                0.40279,                0.37945,                0.19771,                 2.3083,                 2.6142,                 2.2684,              0.0011389,              0.0011389,              0.0011389
                    323,                0.94227,                  0.713,                 1.2119,                0.41105,                0.41111,                0.33455,                0.17135,                 2.3538,                 2.2742,                 2.3528,              0.0011372,              0.0011372,              0.0011372
                    324,                0.96642,                0.75356,                 1.2388,                0.32404,                0.44444,                0.37507,                0.19462,                 2.3718,                 2.3792,                 2.4005,              0.0011356,              0.0011356,              0.0011356
                    325,                0.97175,                0.75333,                 1.2492,                0.28202,                0.37799,                0.28261,                0.13259,                 2.5365,                 2.5078,                 2.4285,              0.0011339,              0.0011339,              0.0011339
                    326,                0.98517,                0.72952,                 1.2086,                0.35207,                0.30993,                0.32518,                0.17001,                 2.3376,                  2.564,                 2.2766,              0.0011323,              0.0011323,              0.0011323
                    327,                0.89413,                0.71194,                 1.1778,                0.57407,                0.24444,                   0.29,                0.16186,                 2.3329,                 2.9478,                 2.3348,              0.0011306,              0.0011306,              0.0011306
                    328,                0.91413,                0.70949,                 1.1942,                0.67605,                0.24444,                0.34416,                0.20157,                 2.5834,                 2.7308,                 2.5194,               0.001129,               0.001129,               0.001129
                    329,                0.91193,                0.70713,                  1.187,                0.58969,                0.23266,                 0.3121,                0.16888,                 2.5426,                 2.6928,                 2.5026,              0.0011273,              0.0011273,              0.0011273
                    330,                 0.9288,                0.71874,                 1.2059,                0.71587,                0.37778,                0.48584,                 0.2635,                 2.2684,                 2.3834,                 2.1788,              0.0011257,              0.0011257,              0.0011257
                    331,                0.90183,                 0.6777,                 1.1892,                0.75576,                0.32222,                0.46691,                0.24069,                  2.226,                 2.3688,                 2.1143,               0.001124,               0.001124,               0.001124
                    332,                0.94568,                0.71959,                 1.2059,                0.32159,                0.58579,                0.38929,                0.20385,                 2.1619,                 2.5472,                  2.013,              0.0011224,              0.0011224,              0.0011224
                    333,                 0.9132,                0.70449,                 1.1837,                0.42468,                0.55774,                0.42445,                0.17919,                 2.2461,                  2.286,                 2.0373,              0.0011207,              0.0011207,              0.0011207
                    334,                0.94256,                0.71053,                 1.1838,                0.58643,                0.53333,                0.51876,                0.19655,                 2.2929,                 2.4232,                 2.1399,              0.0011191,              0.0011191,              0.0011191
                    335,                0.89951,                 0.6841,                 1.1568,                0.60964,                0.67175,                0.53546,                0.22515,                 2.3339,                 2.0964,                 2.2548,              0.0011174,              0.0011174,              0.0011174
                    336,                 0.9025,                0.69019,                  1.193,                0.50047,                0.53004,                0.50051,                0.24103,                 2.2907,                 2.0015,                 2.2617,              0.0011158,              0.0011158,              0.0011158
                    337,                 0.9124,                0.70186,                  1.194,                0.54312,                 0.5181,                  0.494,                0.27696,                 2.1763,                 2.1581,                 2.1841,              0.0011141,              0.0011141,              0.0011141
                    338,                0.91316,                0.70686,                 1.2017,                0.48139,                 0.5541,                  0.498,                0.29971,                 2.1145,                 2.0142,                 2.1623,              0.0011125,              0.0011125,              0.0011125
                    339,                 0.9549,                0.72766,                 1.2186,                0.52209,                    0.5,                 0.4872,                0.26823,                 2.0773,                 2.1324,                 2.0948,              0.0011108,              0.0011108,              0.0011108
                    340,                0.90998,                0.72448,                 1.1709,                0.45303,                0.49759,                0.44771,                0.23486,                 2.2303,                 2.1012,                 2.2995,              0.0011092,              0.0011092,              0.0011092
                    341,                0.91465,                0.73364,                 1.1905,                0.46337,                    0.5,                0.48573,                0.24158,                 2.2938,                 2.2918,                 2.3464,              0.0011075,              0.0011075,              0.0011075
                    342,                0.92999,                0.71451,                 1.2038,                0.36156,                0.52378,                0.40544,                0.18176,                 2.4308,                  2.312,                 2.5272,              0.0011059,              0.0011059,              0.0011059
                    343,                 0.9255,                0.74281,                 1.2219,                0.27697,                0.46667,                0.34685,                0.18762,                 2.2767,                 2.4822,                 2.3391,              0.0011042,              0.0011042,              0.0011042
                    344,                0.92296,                0.70508,                 1.1871,                0.71853,                0.37342,                0.46107,                0.25473,                 2.2934,                  2.227,                 2.2787,              0.0011026,              0.0011026,              0.0011026
                    345,                0.91105,                0.76014,                  1.196,                0.71812,                0.37778,                0.46963,                0.23582,                 2.4659,                 2.4059,                 2.4357,              0.0011009,              0.0011009,              0.0011009
                    346,                0.94001,                0.74037,                 1.2104,                0.63486,                0.37778,                0.44143,                0.22359,                 2.3997,                 2.2699,                 2.3789,              0.0010993,              0.0010993,              0.0010993
                    347,                 0.9053,                0.66906,                 1.1608,                  0.488,                0.57844,                0.42705,                0.22862,                 2.3302,                 1.9802,                 2.4275,              0.0010976,              0.0010976,              0.0010976
                    348,                0.92557,                0.71927,                 1.2064,                0.43658,                0.67778,                0.46355,                0.26466,                 2.3654,                 1.8051,                 2.4093,               0.001096,               0.001096,               0.001096
                    349,                0.91064,                0.69381,                 1.2038,                 0.4131,                    0.5,                0.43408,                0.23666,                 2.2417,                 2.2853,                  2.185,              0.0010943,              0.0010943,              0.0010943
                    350,                0.95298,                0.75235,                 1.2112,                0.27707,                0.51039,                 0.3697,                0.19827,                 2.3283,                 2.5844,                 2.3307,              0.0010927,              0.0010927,              0.0010927
                    351,                0.96865,                0.77742,                   1.25,                0.47367,                0.38889,                0.40808,                0.20252,                 2.3379,                 2.3604,                 2.4644,               0.001091,               0.001091,               0.001091
                    352,                0.92844,                0.71223,                 1.1989,                0.46434,                0.35556,                0.38528,                0.20733,                 2.4367,                 2.2975,                 2.4769,              0.0010894,              0.0010894,              0.0010894
                    353,                0.91764,                0.71129,                 1.2004,                0.45436,                0.26667,                 0.3467,                0.18844,                 2.4163,                 2.2691,                 2.4204,              0.0010877,              0.0010877,              0.0010877
                    354,                0.89163,                0.68348,                 1.1781,                0.50795,                0.30876,                0.39027,                0.21955,                 2.3121,                 2.3448,                 2.2554,              0.0010861,              0.0010861,              0.0010861
                    355,                0.88384,                0.68791,                 1.1566,                0.49376,                0.26667,                0.39726,                0.21008,                 2.2384,                 2.6952,                 2.1401,              0.0010844,              0.0010844,              0.0010844
                    356,                0.87551,                0.67016,                 1.1534,                0.38668,                0.28889,                0.27906,                0.17657,                 2.3045,                 2.7314,                  2.248,              0.0010828,              0.0010828,              0.0010828
                    357,                 0.8981,                0.70035,                 1.2014,                0.37383,                0.32222,                0.32689,                0.18552,                 2.3319,                 2.5973,                  2.316,              0.0010811,              0.0010811,              0.0010811
                    358,                0.91453,                0.68691,                 1.1724,                0.50441,                0.37778,                0.35718,                0.17296,                 2.6293,                 2.6414,                 2.7616,              0.0010795,              0.0010795,              0.0010795
                    359,                0.92821,                0.74004,                 1.2015,                0.38381,                    0.5,                0.33027,                0.18491,                 2.3426,                 2.5886,                 2.3938,              0.0010778,              0.0010778,              0.0010778
                    360,                0.91353,                0.69366,                 1.1931,                0.34529,                0.41111,                0.31664,                0.18815,                 2.2815,                 2.3632,                 2.2746,              0.0010762,              0.0010762,              0.0010762
                    361,                0.89976,                0.70533,                 1.1729,                0.41656,                0.32222,                0.30719,                0.19146,                 2.3778,                 2.6975,                 2.3253,              0.0010745,              0.0010745,              0.0010745
                    362,                0.84639,                0.66785,                 1.1525,                0.49727,                0.28614,                0.34477,                0.21288,                 2.2633,                 2.7913,                 2.1855,              0.0010729,              0.0010729,              0.0010729
                    363,                0.83684,                 0.6502,                 1.1389,                0.43962,                0.28889,                0.37524,                0.21705,                 2.4241,                 2.6514,                 2.3862,              0.0010712,              0.0010712,              0.0010712
                    364,                0.85491,                0.67911,                 1.1601,                0.31994,                0.34172,                0.26898,                0.13487,                  2.363,                 2.6376,                 2.3007,              0.0010696,              0.0010696,              0.0010696
                    365,                0.91494,                0.69972,                 1.1732,                0.31912,                0.43333,                0.28735,                0.14274,                  2.363,                 2.8865,                 2.2952,              0.0010679,              0.0010679,              0.0010679
                    366,                0.89341,                0.70292,                 1.1845,                0.37529,                0.43333,                 0.3244,                0.16759,                 2.4078,                 2.7812,                 2.4378,              0.0010663,              0.0010663,              0.0010663
                    367,                0.89873,                0.67478,                 1.1965,                0.51539,                0.41111,                0.42115,                0.18419,                 2.4505,                 2.6001,                 2.5014,              0.0010646,              0.0010646,              0.0010646
                    368,                0.86166,                0.67283,                 1.1517,                 0.5486,                0.37778,                0.39979,                0.17758,                 2.5365,                 2.4358,                 2.5149,               0.001063,               0.001063,               0.001063
                    369,                0.87924,                0.66369,                 1.1633,                 0.5419,                0.48878,                0.47342,                0.24976,                 2.5283,                 2.0095,                 2.4849,              0.0010613,              0.0010613,              0.0010613
                    370,                0.91527,                0.69346,                 1.2057,                0.57074,                    0.5,                0.50239,                 0.2879,                 2.3759,                 1.9315,                 2.3478,              0.0010597,              0.0010597,              0.0010597
                    371,                0.85425,                0.65337,                   1.15,                0.39551,                0.58889,                0.47368,                0.23716,                 2.3659,                 2.0517,                 2.2431,               0.001058,               0.001058,               0.001058
                    372,                0.87357,                0.66658,                 1.1443,                0.50281,                0.48889,                0.46594,                0.25753,                 2.2492,                 2.0691,                 2.1443,              0.0010564,              0.0010564,              0.0010564
                    373,                 0.8546,                0.67927,                 1.1722,                0.42654,                0.55556,                0.47221,                0.25919,                 2.3239,                 2.0025,                 2.3152,              0.0010547,              0.0010547,              0.0010547
                    374,                0.78941,                0.62729,                 1.1079,                0.56305,                0.43063,                0.44806,                0.23437,                 2.3251,                 2.3051,                 2.2722,              0.0010531,              0.0010531,              0.0010531
                    375,                0.84557,                0.62815,                 1.1371,                0.50282,                0.57341,                0.49731,                0.25231,                 2.1345,                 2.2962,                 2.1741,              0.0010514,              0.0010514,              0.0010514
                    376,                0.86636,                0.67723,                 1.1465,                 0.5663,                0.48889,                0.53812,                0.29511,                 2.0332,                  2.275,                 2.1155,              0.0010498,              0.0010498,              0.0010498
                    377,                0.83467,                0.63527,                 1.1331,                0.64759,                0.57778,                0.55285,                0.31329,                 2.0745,                 2.1797,                  2.116,              0.0010481,              0.0010481,              0.0010481
                    378,                0.86607,                0.70994,                 1.1828,                 0.6871,                0.57778,                0.56276,                0.29998,                 2.1138,                  2.061,                 2.1339,              0.0010465,              0.0010465,              0.0010465
                    379,                0.84771,                0.66287,                  1.141,                 0.9688,                0.46204,                0.58763,                0.35263,                 2.1404,                 2.1458,                 2.1255,              0.0010448,              0.0010448,              0.0010448
