                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    802,                0.50743,                0.40673,                0.95132,                0.72967,                0.36589,                0.50565,                0.28083,                 2.1535,                 2.5189,                 2.2053,             0.00034674,             0.00034674,             0.00034674
                    803,                0.47658,                0.39014,                0.95053,                0.59701,                0.36505,                0.48173,                0.25845,                 2.2075,                 2.5422,                 2.2199,             0.00034509,             0.00034509,             0.00034509
                    804,                0.48014,                  0.389,                0.94403,                0.46607,                0.46815,                0.46893,                0.24785,                 2.2276,                 2.6384,                 2.2377,             0.00034344,             0.00034344,             0.00034344
                    805,                0.49289,                 0.3914,                0.96046,                0.55265,                0.48889,                0.45264,                 0.2209,                 2.2307,                 2.7849,                 2.2783,             0.00034179,             0.00034179,             0.00034179
                    806,                0.47025,                0.39969,                 0.9671,                0.64877,                0.48889,                0.44389,                0.22624,                 2.2256,                 2.8711,                  2.325,             0.00034013,             0.00034013,             0.00034013
                    807,                0.48844,                0.41709,                0.96303,                0.63502,                0.43333,                0.36898,                0.18018,                 2.3207,                 3.0202,                 2.4156,             0.00033848,             0.00033848,             0.00033848
                    808,                0.51284,                0.41731,                0.97042,                0.63305,                 0.4322,                0.36265,                0.17584,                 2.3495,                 3.0924,                 2.4581,             0.00033683,             0.00033683,             0.00033683
                    809,                0.50324,                0.40117,                0.96349,                0.69399,                0.43118,                0.39785,                0.19721,                 2.2864,                 2.9899,                 2.4167,             0.00033518,             0.00033518,             0.00033518
                    810,                0.48166,                0.36953,                0.95406,                0.64792,                0.43126,                0.38635,                0.19666,                 2.2177,                 2.9245,                 2.3723,             0.00033353,             0.00033353,             0.00033353
                    811,                0.45864,                0.37794,                0.93651,                 0.6032,                0.43333,                0.37379,                0.18705,                 2.1593,                 2.8885,                 2.3159,             0.00033188,             0.00033188,             0.00033188
                    812,                0.45633,                 0.3539,                0.93967,                0.60224,                0.43333,                0.41429,                0.20654,                 2.1573,                 2.8557,                 2.2864,             0.00033023,             0.00033023,             0.00033023
                    813,                0.46915,                0.37877,                0.94764,                0.60962,                0.43333,                0.40411,                0.21618,                  2.164,                 2.7935,                 2.2521,             0.00032858,             0.00032858,             0.00032858
                    814,                0.49989,                0.40554,                0.95418,                0.67208,                 0.3929,                0.41264,                 0.2242,                 2.1824,                  2.871,                 2.2899,             0.00032693,             0.00032693,             0.00032693
                    815,                0.46285,                0.35297,                0.94795,                0.66947,                0.34444,                0.37422,                0.18934,                 2.2301,                 2.9409,                 2.3021,             0.00032528,             0.00032528,             0.00032528
                    816,                0.53738,                0.44775,                0.99374,                0.68043,                0.34444,                0.40032,                0.19786,                 2.2754,                 2.9225,                   2.29,             0.00032363,             0.00032363,             0.00032363
                    817,                0.46956,                 0.3685,                0.93595,                0.74459,                0.34444,                  0.403,                0.21089,                 2.2268,                 2.9208,                 2.2151,             0.00032198,             0.00032198,             0.00032198
                    818,                0.47318,                0.38464,                0.95019,                0.75066,                0.34444,                 0.4097,                0.21376,                 2.2779,                 2.8311,                  2.265,             0.00032033,             0.00032033,             0.00032033
                    819,                0.49615,                0.40088,                0.97539,                0.69044,                0.37589,                0.41549,                0.21447,                 2.3247,                 2.7788,                 2.3179,             0.00031868,             0.00031868,             0.00031868
                    820,                0.49375,                0.40288,                0.96826,                0.75371,                0.37778,                0.41751,                0.19927,                 2.3018,                 2.6858,                 2.3601,             0.00031703,             0.00031703,             0.00031703
                    821,                0.47247,                0.38904,                0.94587,                0.87246,                0.37778,                0.40922,                0.21889,                 2.3331,                 2.6929,                 2.4057,             0.00031538,             0.00031538,             0.00031538
                    822,                0.46929,                0.36494,                0.94127,                 0.6528,                0.43196,                0.49979,                0.24725,                 2.2915,                 2.6955,                 2.3335,             0.00031373,             0.00031373,             0.00031373
                    823,                0.49021,                0.38874,                0.95482,                0.82471,                0.44253,                  0.512,                0.25021,                 2.2912,                 2.6725,                 2.3238,             0.00031208,             0.00031208,             0.00031208
                    824,                0.46514,                0.37305,                0.95672,                0.85158,                0.43333,                0.50532,                0.24833,                 2.3301,                 2.6839,                  2.376,             0.00031043,             0.00031043,             0.00031043
                    825,                 0.4544,                0.37559,                0.93344,                0.86659,                 0.4304,                 0.5066,                0.24688,                 2.3296,                 2.7251,                 2.3643,             0.00030878,             0.00030878,             0.00030878
                    826,                 0.4817,                0.37622,                0.94099,                0.69781,                0.43333,                0.50357,                0.24458,                 2.3284,                 2.7822,                 2.3729,             0.00030713,             0.00030713,             0.00030713
                    827,                0.46208,                 0.3728,                0.95085,                0.68737,                0.43333,                0.50706,                0.25215,                 2.3261,                 2.7698,                 2.3605,             0.00030548,             0.00030548,             0.00030548
                    828,                0.46827,                0.37275,                0.94254,                0.59154,                 0.4425,                0.49713,                0.24576,                 2.3282,                 2.8365,                 2.3757,             0.00030383,             0.00030383,             0.00030383
                    829,                0.49911,                0.40296,                0.98745,                0.52833,                0.50083,                0.49727,                0.26183,                 2.3335,                 2.9701,                  2.407,             0.00030218,             0.00030218,             0.00030218
                    830,                0.50415,                0.39187,                0.96061,                0.58604,                0.43333,                0.44093,                0.24235,                 2.3352,                 2.9118,                 2.4261,             0.00030053,             0.00030053,             0.00030053
                    831,                0.44886,                0.36794,                0.94004,                0.53847,                0.43333,                 0.4487,                0.23642,                 2.3104,                 2.8164,                 2.3746,             0.00029888,             0.00029888,             0.00029888
                    832,                0.47145,                0.38304,                0.93928,                0.52592,                0.43333,                0.45899,                0.24844,                  2.346,                 2.8274,                 2.3746,             0.00029723,             0.00029723,             0.00029723
                    833,                0.45786,                0.36708,                0.94144,                0.74488,                0.37044,                0.48574,                0.26056,                 2.3745,                  2.895,                 2.3773,             0.00029558,             0.00029558,             0.00029558
                    834,                0.48594,                0.37841,                0.95444,                0.49566,                0.46828,                0.49642,                0.26165,                 2.3247,                 2.8896,                 2.3382,             0.00029393,             0.00029393,             0.00029393
                    835,                0.51312,                0.39126,                0.98072,                0.64759,                0.42357,                0.48253,                0.24645,                 2.3568,                 2.9008,                 2.3409,             0.00029228,             0.00029228,             0.00029228
                    836,                0.47037,                0.39883,                0.95152,                0.74404,                0.42097,                0.49118,                0.23172,                 2.3599,                 2.9285,                 2.3552,             0.00029062,             0.00029062,             0.00029062
                    837,                0.47736,                0.39117,                0.94713,                0.65023,                0.43333,                0.48231,                0.22977,                 2.2913,                 2.8807,                 2.2917,             0.00028897,             0.00028897,             0.00028897
                    838,                0.47714,                0.38517,                0.94709,                0.63961,                0.44898,                0.45801,                0.21464,                 2.2904,                 2.8779,                 2.2959,             0.00028732,             0.00028732,             0.00028732
                    839,                0.47782,                 0.3905,                0.95519,                0.49012,                 0.4811,                0.41574,                0.19123,                 2.2752,                 2.7875,                 2.3434,             0.00028567,             0.00028567,             0.00028567
                    840,                0.46539,                0.37416,                0.96025,                0.50614,                0.48786,                0.41722,                0.18368,                 2.2578,                 2.6826,                 2.3451,             0.00028402,             0.00028402,             0.00028402
                    841,                0.46117,                0.37897,                0.95006,                0.64005,                0.37778,                0.37232,                0.18166,                  2.274,                 2.6171,                 2.3731,             0.00028237,             0.00028237,             0.00028237
                    842,                0.46908,                0.37056,                 0.9481,                0.66499,                0.37778,                0.37972,                0.19108,                  2.328,                 2.6978,                 2.4009,             0.00028072,             0.00028072,             0.00028072
                    843,                0.46827,                0.36981,                0.95359,                0.65666,                0.37778,                0.39484,                0.20936,                 2.3545,                 2.7477,                 2.4247,             0.00027907,             0.00027907,             0.00027907
                    844,                0.46131,                0.36799,                0.93395,                0.64666,                0.37778,                0.39008,                0.19117,                 2.3482,                 2.8668,                 2.4267,             0.00027742,             0.00027742,             0.00027742
                    845,                0.44666,                0.36451,                0.95321,                0.65174,                0.37778,                0.38903,                0.18882,                 2.3365,                 2.8352,                 2.3937,             0.00027577,             0.00027577,             0.00027577
                    846,                0.46934,                0.36163,                0.95651,                0.72624,                0.36948,                0.39558,                0.18698,                 2.3333,                 2.9367,                 2.3867,             0.00027412,             0.00027412,             0.00027412
                    847,                0.43934,                0.34724,                0.91961,                0.75677,                0.37612,                0.40291,                0.19042,                 2.3256,                 3.0477,                 2.3978,             0.00027247,             0.00027247,             0.00027247
                    848,                0.47892,                0.37466,                0.94443,                0.72797,                0.37666,                0.45153,                0.22572,                 2.3107,                  3.003,                 2.3956,             0.00027082,             0.00027082,             0.00027082
                    849,                0.48608,                0.40149,                0.97641,                0.60611,                0.37778,                 0.4485,                0.22843,                 2.2456,                 2.8708,                 2.3429,             0.00026917,             0.00026917,             0.00026917
                    850,                0.46453,                0.37828,                0.93039,                 0.5815,                0.37778,                0.42944,                 0.2271,                 2.2146,                 2.8378,                 2.3098,             0.00026752,             0.00026752,             0.00026752
                    851,                0.44346,                0.38426,                0.95117,                0.53892,                0.43333,                0.45165,                0.22501,                 2.2294,                 2.6984,                 2.3298,             0.00026587,             0.00026587,             0.00026587
                    852,                0.46512,                0.35812,                0.96378,                0.51004,                0.43333,                0.44007,                0.21745,                 2.2299,                 2.5862,                 2.3324,             0.00026422,             0.00026422,             0.00026422
                    853,                0.47164,                0.38416,                0.95381,                0.52007,                0.43333,                0.46526,                 0.2471,                 2.2448,                 2.5941,                 2.3491,             0.00026257,             0.00026257,             0.00026257
                    854,                0.46089,                0.37426,                0.94657,                0.53007,                0.48851,                0.52469,                0.27867,                 2.2668,                  2.623,                 2.3771,             0.00026092,             0.00026092,             0.00026092
                    855,                0.47375,                0.38423,                0.96493,                 0.5752,                0.47997,                0.53534,                0.26557,                 2.2713,                 2.6494,                 2.3705,             0.00025927,             0.00025927,             0.00025927
                    856,                0.46686,                0.38171,                0.95785,                0.62663,                0.42428,                0.53465,                0.27429,                 2.2898,                 2.7148,                 2.3653,             0.00025762,             0.00025762,             0.00025762
                    857,                0.45587,                0.38077,                0.95223,                0.51133,                0.48889,                0.50802,                0.27978,                 2.2443,                 2.6782,                 2.2703,             0.00025597,             0.00025597,             0.00025597
                    858,                0.46836,                0.37894,                0.95028,                0.56604,                0.43333,                0.49067,                0.23887,                  2.267,                 2.7523,                 2.2541,             0.00025432,             0.00025432,             0.00025432
                    859,                0.48883,                0.40779,                0.96085,                 0.5221,                0.37778,                0.47223,                0.23768,                 2.3048,                 2.8404,                 2.2871,             0.00025267,             0.00025267,             0.00025267
                    860,                 0.4685,                  0.374,                0.94656,                0.48527,                0.47903,                0.47787,                0.23182,                 2.2815,                 2.8624,                 2.2672,             0.00025102,             0.00025102,             0.00025102
                    861,                0.46864,                0.37472,                0.95663,                0.45876,                0.48078,                0.46769,                0.24847,                 2.2735,                 2.8571,                 2.2955,             0.00024937,             0.00024937,             0.00024937
                    862,                0.45089,                0.37378,                0.95338,                0.49635,                0.48889,                0.47716,                0.23985,                 2.2769,                 3.0366,                 2.3015,             0.00024772,             0.00024772,             0.00024772
                    863,                0.45081,                0.37028,                0.94159,                0.63233,                 0.4247,                0.46153,                0.22363,                 2.2525,                 2.9746,                 2.2919,             0.00024607,             0.00024607,             0.00024607
                    864,                0.48386,                0.39422,                0.96417,                0.60946,                0.42247,                0.44591,                0.20904,                 2.2588,                 2.8534,                 2.3112,             0.00024442,             0.00024442,             0.00024442
                    865,                0.43419,                0.36217,                0.93384,                0.64165,                0.37778,                0.46104,                0.22203,                 2.2369,                 2.7801,                 2.2739,             0.00024277,             0.00024277,             0.00024277
                    866,                0.45483,                0.37677,                0.94476,                0.55923,                0.32222,                0.37558,                 0.2031,                  2.268,                 2.7586,                 2.3191,             0.00024111,             0.00024111,             0.00024111
                    867,                0.45069,                 0.3805,                0.94274,                0.67193,                0.32222,                0.35585,                0.18484,                  2.284,                 2.7746,                 2.3932,             0.00023946,             0.00023946,             0.00023946
                    868,                0.44358,                 0.3694,                0.95615,                 0.5412,                0.37519,                0.39684,                0.19145,                 2.3292,                 2.7377,                 2.4726,             0.00023781,             0.00023781,             0.00023781
                    869,                0.44026,                0.36893,                0.93542,                0.56851,                0.37279,                0.41435,                0.20311,                 2.3246,                 2.7454,                 2.4695,             0.00023616,             0.00023616,             0.00023616
                    870,                 0.4622,                0.37803,                0.94148,                0.48231,                0.43333,                0.42374,                0.20243,                 2.3388,                 2.7415,                 2.4573,             0.00023451,             0.00023451,             0.00023451
                    871,                0.44829,                0.35301,                0.94089,                0.48549,                0.47311,                0.47119,                0.21663,                 2.3441,                 2.6576,                 2.4496,             0.00023286,             0.00023286,             0.00023286
                    872,                0.43836,                0.35565,                0.92799,                0.48671,                0.47388,                0.44002,                0.19877,                 2.3295,                 2.6546,                 2.4302,             0.00023121,             0.00023121,             0.00023121
                    873,                0.45268,                0.35844,                0.95415,                0.64637,                0.43333,                0.44616,                0.19499,                 2.3131,                 2.6004,                 2.3915,             0.00022956,             0.00022956,             0.00022956
                    874,                0.42054,                0.35695,                0.93302,                0.72157,                0.43333,                0.44594,                0.20296,                 2.3084,                 2.4629,                 2.3876,             0.00022791,             0.00022791,             0.00022791
                    875,                0.45955,                0.36325,                 0.9412,                0.70755,                0.43333,                0.43525,                0.17667,                 2.2962,                 2.5102,                 2.3786,             0.00022626,             0.00022626,             0.00022626
                    876,                0.43269,                  0.365,                0.93566,                 0.6065,                0.37778,                0.37267,                0.17586,                 2.3112,                 2.5498,                  2.383,             0.00022461,             0.00022461,             0.00022461
                    877,                0.47174,                 0.3784,                0.95381,                0.61318,                0.37778,                0.38822,                0.18767,                 2.3146,                 2.6017,                 2.4101,             0.00022296,             0.00022296,             0.00022296
                    878,                 0.4549,                 0.3703,                0.94211,                0.70762,                0.37393,                0.40634,                0.20006,                 2.3679,                 2.5468,                 2.4565,             0.00022131,             0.00022131,             0.00022131
                    879,                0.46032,                0.38525,                0.94643,                0.69669,                0.37778,                0.40948,                 0.2022,                 2.3942,                 2.6025,                 2.4671,             0.00021966,             0.00021966,             0.00021966
                    880,                0.47136,                0.35869,                 0.9325,                0.70377,                0.37778,                0.41388,                0.19857,                 2.4229,                 2.6104,                 2.4723,             0.00021801,             0.00021801,             0.00021801
                    881,                0.48667,                0.38549,                0.97225,                0.68572,                0.37778,                0.41688,                0.20062,                 2.4215,                 2.6483,                 2.4721,             0.00021636,             0.00021636,             0.00021636
                    882,                0.47872,                0.40877,                  0.961,                0.68793,                0.37778,                0.40832,                0.20734,                 2.3903,                 2.6261,                 2.4408,             0.00021471,             0.00021471,             0.00021471
                    883,                0.45107,                0.36691,                0.96223,                0.68173,                0.37778,                0.39775,                 0.2004,                 2.3792,                 2.6257,                 2.4545,             0.00021306,             0.00021306,             0.00021306
                    884,                0.45847,                0.37273,                 0.9498,                0.67408,                0.37778,                 0.4089,                0.20287,                 2.3836,                 2.6508,                 2.4497,             0.00021141,             0.00021141,             0.00021141
                    885,                0.44525,                0.37391,                0.94186,                 0.7167,                0.37778,                0.39971,                0.20583,                 2.3478,                 2.6109,                 2.3928,             0.00020976,             0.00020976,             0.00020976
                    886,                0.45929,                0.37639,                 0.9439,                0.62632,                0.37778,                0.41796,                0.20222,                 2.3462,                 2.5447,                 2.3772,             0.00020811,             0.00020811,             0.00020811
                    887,                0.43863,                0.36807,                0.93275,                 0.6305,                0.37778,                0.41621,                0.21594,                  2.352,                 2.4905,                 2.3679,             0.00020646,             0.00020646,             0.00020646
                    888,                0.42151,                0.35264,                0.92941,                0.60372,                0.37778,                0.40558,                0.21282,                 2.3486,                 2.4371,                 2.3718,             0.00020481,             0.00020481,             0.00020481
                    889,                0.40615,                0.34602,                0.91524,                0.58104,                0.37778,                0.40702,                0.21058,                 2.3177,                 2.4744,                 2.3723,             0.00020316,             0.00020316,             0.00020316
                    890,                0.45586,                0.36198,                0.94692,                0.55776,                0.37778,                0.40769,                 0.2072,                 2.3535,                 2.5493,                 2.4364,             0.00020151,             0.00020151,             0.00020151
                    891,                0.44847,                0.36496,                0.94035,                0.55675,                0.37778,                0.41065,                0.21357,                 2.3549,                 2.5339,                 2.4541,             0.00019986,             0.00019986,             0.00019986
                    892,                0.42979,                0.38927,                0.93594,                0.55632,                0.37778,                0.39828,                0.21306,                 2.3851,                 2.5943,                 2.4923,             0.00019821,             0.00019821,             0.00019821
                    893,                0.44342,                 0.3812,                0.92957,                0.57666,                0.37778,                0.41108,                0.22386,                 2.4308,                 2.6482,                  2.563,             0.00019656,             0.00019656,             0.00019656
                    894,                0.44925,                0.34503,                0.95094,                0.63619,                0.43333,                 0.4785,                0.23998,                 2.3925,                 2.5859,                 2.4914,             0.00019491,             0.00019491,             0.00019491
                    895,                0.43076,                0.35516,                0.92512,                0.63555,                0.43333,                0.47406,                0.23072,                  2.349,                 2.5199,                 2.4035,             0.00019326,             0.00019326,             0.00019326
                    896,                0.42786,                0.34935,                0.93847,                0.76097,                0.37778,                0.47966,                0.22579,                 2.3281,                 2.4646,                 2.3642,              0.0001916,              0.0001916,              0.0001916
                    897,                0.42869,                0.37188,                 0.9446,                 0.6419,                0.48305,                0.50764,                0.24806,                 2.2589,                 2.4908,                 2.2906,             0.00018995,             0.00018995,             0.00018995
                    898,                0.45911,                0.38492,                0.94966,                0.59339,                0.48374,                0.48935,                0.26841,                 2.2076,                 2.4492,                  2.257,              0.0001883,              0.0001883,              0.0001883
                    899,                0.43606,                0.34895,                0.92863,                0.63841,                0.48389,                0.52475,                0.28086,                 2.1928,                 2.5172,                 2.2252,             0.00018665,             0.00018665,             0.00018665
                    900,                0.41988,                0.34324,                0.92818,                0.63685,                 0.4832,                0.51466,                0.25261,                 2.1597,                 2.5504,                 2.1851,               0.000185,               0.000185,               0.000185
                    901,                0.45289,                0.36745,                0.95089,                0.57416,                0.43333,                0.48009,                0.24256,                 2.1668,                 2.6143,                 2.1957,             0.00018335,             0.00018335,             0.00018335
                    902,                0.45122,                 0.3637,                0.94058,                0.63446,                0.43333,                 0.4901,                0.24402,                 2.1921,                 2.6303,                 2.2215,              0.0001817,              0.0001817,              0.0001817
                    903,                0.42905,                0.37197,                0.93441,                0.58417,                0.43333,                0.46651,                0.23785,                 2.2072,                 2.5886,                  2.248,             0.00018005,             0.00018005,             0.00018005
                    904,                0.45647,                0.37517,                0.94658,                0.54297,                0.43333,                0.43158,                0.23069,                 2.2043,                  2.662,                 2.2429,              0.0001784,              0.0001784,              0.0001784
                    905,                0.43911,                 0.3693,                0.94097,                0.57033,                0.43333,                 0.4391,                0.23018,                 2.2312,                 2.6305,                 2.2792,             0.00017675,             0.00017675,             0.00017675
                    906,                0.45156,                0.36974,                0.95273,                0.57417,                0.43333,                0.44092,                0.22904,                 2.2262,                 2.6065,                  2.291,              0.0001751,              0.0001751,              0.0001751
                    907,                0.42019,                0.34866,                0.93083,                0.62969,                0.43333,                0.46708,                0.23703,                 2.2448,                 2.6227,                 2.3386,             0.00017345,             0.00017345,             0.00017345
                    908,                0.43822,                0.35187,                0.92811,                0.63049,                0.43333,                0.45291,                0.22657,                 2.2525,                 2.6465,                 2.3555,              0.0001718,              0.0001718,              0.0001718
                    909,                0.45453,                0.36306,                0.94885,                0.66027,                0.43333,                0.44374,                0.22011,                 2.2734,                  2.732,                 2.3722,             0.00017015,             0.00017015,             0.00017015
                    910,                0.45165,                0.37183,                0.94954,                0.63925,                0.43333,                0.43118,                0.20799,                 2.2818,                 2.7957,                 2.3804,              0.0001685,              0.0001685,              0.0001685
                    911,                0.44537,                0.37274,                0.95662,                0.60803,                0.43333,                0.42473,                0.21566,                 2.3063,                 2.8482,                  2.393,             0.00016685,             0.00016685,             0.00016685
                    912,                0.46163,                0.37422,                0.94322,                0.62903,                0.43333,                 0.4187,                0.20939,                 2.2919,                 2.7894,                 2.3897,              0.0001652,              0.0001652,              0.0001652
                    913,                0.45746,                 0.4006,                0.97109,                0.63131,                0.43333,                0.42405,                0.20831,                 2.3025,                 2.7757,                 2.3918,             0.00016355,             0.00016355,             0.00016355
                    914,                0.42823,                 0.3445,                0.93703,                0.63236,                0.43333,                0.42853,                0.21111,                 2.2603,                 2.8086,                 2.3294,              0.0001619,              0.0001619,              0.0001619
                    915,                0.44636,                  0.358,                 0.9443,                0.63795,                0.43333,                0.43899,                0.21964,                 2.2414,                 2.8222,                 2.2938,             0.00016025,             0.00016025,             0.00016025
                    916,                0.42803,                0.35286,                0.92708,                0.56176,                0.43333,                0.38764,                0.19249,                 2.2128,                 2.8253,                 2.2639,              0.0001586,              0.0001586,              0.0001586
                    917,                0.42402,                0.33919,                0.92101,                0.57219,                0.43333,                0.38501,                0.18691,                 2.2159,                 2.7215,                 2.2735,             0.00015695,             0.00015695,             0.00015695
                    918,                0.46951,                0.36237,                0.96397,                0.57212,                0.43333,                0.39523,                0.19417,                 2.2034,                  2.825,                 2.2607,              0.0001553,              0.0001553,              0.0001553
                    919,                0.45592,                0.36858,                0.94219,                0.52871,                0.43333,                0.36978,                0.18817,                 2.2216,                 2.8121,                 2.2608,             0.00015365,             0.00015365,             0.00015365
                    920,                0.41513,                0.33411,                0.91697,                0.52901,                0.43333,                0.37401,                0.18907,                 2.2353,                 2.8401,                 2.2525,               0.000152,               0.000152,               0.000152
                    921,                0.41414,                0.33325,                0.93204,                0.52719,                0.43333,                0.39393,                 0.2049,                 2.2313,                 2.8076,                 2.2504,             0.00015035,             0.00015035,             0.00015035
                    922,                0.41977,                0.34187,                0.93536,                0.52468,                0.43333,                0.37252,                0.18973,                  2.235,                 2.7853,                 2.2622,              0.0001487,              0.0001487,              0.0001487
                    923,                0.41458,                0.34041,                0.92637,                0.54185,                0.41887,                0.40129,                0.19363,                 2.2452,                 2.8061,                 2.2976,             0.00014705,             0.00014705,             0.00014705
                    924,                0.40472,                0.33025,                0.91759,                0.65689,                0.32222,                0.32764,                0.18821,                 2.2451,                 2.7872,                 2.2994,              0.0001454,              0.0001454,              0.0001454
                    925,                0.40514,                0.33007,                0.91537,                0.67517,                0.32222,                0.33056,                0.19082,                 2.2401,                 2.7627,                 2.2933,             0.00014375,             0.00014375,             0.00014375
                    926,                0.41857,                0.34336,                0.92504,                0.57202,                0.37778,                  0.377,                0.19126,                 2.2561,                 2.7971,                 2.3064,              0.0001421,              0.0001421,              0.0001421
                    927,                0.40996,                0.35207,                0.92873,                0.60039,                0.37778,                 0.3746,                0.19801,                 2.2628,                 2.7768,                  2.315,             0.00014044,             0.00014044,             0.00014044
                    928,                0.40374,                0.33023,                0.92657,                0.51604,                0.41221,                0.40901,                0.21426,                 2.2599,                  2.798,                 2.3216,             0.00013879,             0.00013879,             0.00013879
                    929,                0.42388,                 0.3422,                0.92869,                0.70801,                0.37158,                0.41017,                0.21836,                 2.2592,                 2.8636,                 2.3148,             0.00013714,             0.00013714,             0.00013714
                    930,                 0.4207,                0.35147,                0.93192,                0.51557,                0.41122,                0.39528,                0.22251,                 2.2607,                 2.8871,                 2.3067,             0.00013549,             0.00013549,             0.00013549
                    931,                0.43941,                0.35025,                 0.9396,                0.55911,                0.41047,                0.43818,                0.24372,                 2.1908,                 2.9676,                 2.2371,             0.00013384,             0.00013384,             0.00013384
                    932,                0.42553,                0.35194,                 0.9251,                 0.5888,                0.40648,                0.45801,                0.23772,                 2.1932,                 2.9649,                 2.2418,             0.00013219,             0.00013219,             0.00013219
                    933,                0.41109,                0.32867,                0.91811,                0.57443,                0.41202,                0.42935,                0.21155,                 2.2629,                 2.8723,                 2.3176,             0.00013054,             0.00013054,             0.00013054
                    934,                0.42485,                0.34705,                0.92884,                0.52809,                 0.4279,                 0.4313,                0.21221,                  2.282,                 2.8252,                 2.3435,             0.00012889,             0.00012889,             0.00012889
                    935,                0.42281,                0.35165,                0.93182,                0.61868,                0.39865,                 0.4303,                 0.2109,                 2.2949,                 2.7963,                 2.3703,             0.00012724,             0.00012724,             0.00012724
